1.872033759818311882e+00,2.287973415931048748e+00,2.006908440179109743e+00,1.862207957492242105e+00
1.542555011756435057e+00,2.300811233605394968e+00,5.002859370433622166e-01,1.255831431579599311e+00
1.589987255355009399e+00,5.648155795697282766e-01,1.874156194696772859e+00,1.588305981545692136e+00
1.876994756436438649e+00,2.270369556545261958e+00,1.227261847282360874e+00,1.777069012994157537e+00
2.917574597534191572e+00,1.868080622939305879e+00,2.931710899912210788e+00,2.287039984185911479e+00
1.054982927724348762e+00,2.676830765443440896e+00,1.016797888348565992e+00,2.796527269844804042e+00
2.732150378590004092e+00,1.329949513252943083e+00,2.553072807644579445e+00,6.042415643131247016e-01
6.907707234348929859e-01,2.449796980600286389e+00,1.596023078602233802e+00,2.308662944577353215e+00
2.683573506979540557e+00,2.921351657052329909e+00,2.672986350534799715e+00,1.827139228888997380e+00
5.259353847142498317e-01,1.754686480371846935e+00,1.739433232835365217e+00,8.345738223981914450e-01
2.428301608166864689e+00,5.518798733985037508e-01,2.084120587315688500e+00,2.372009706346529523e+00
9.506742221919229907e-01,5.486881037190614041e-01,1.658046316245861629e+00,2.312334822980369520e+00
8.854071059491809281e-01,2.350124241288511939e+00,1.158287537962836566e+00,1.834348483450744416e+00
2.444256026434550311e+00,1.093853050087280732e+00,2.560696331653421254e+00,2.914372995107499253e+00
1.784858359431725550e+00,2.432912630198241999e+00,2.676069214312031708e+00,5.201173713245448305e-01
2.622044243171446798e+00,9.472398123024962091e-01,6.359080357660785721e-01,1.403846115220557245e+00
1.058227697883847185e+00,1.807908353501690213e+00,1.876753641452952648e+00,6.140048753320157537e-01
1.236662506717774335e+00,1.826466889013235395e+00,9.788019673687371469e-01,6.697508954782284141e-01
2.125935604348978991e+00,1.763633434337107175e+00,2.696503677303879964e+00,9.546005634288361463e-01
7.438340043736288987e-01,2.403124291687140701e+00,1.117344932915817601e+00,8.453292186907988004e-01
1.970327002693185614e+00,2.744284319773544922e+00,2.728826823686770098e+00,2.539593693269210029e+00
6.218122020228182834e-01,1.222774149474542105e+00,2.302415867078074552e+00,5.540406247898744807e-01
1.021151343397106448e+00,1.704202654408414785e+00,1.551345088285936757e+00,2.647954996303360176e+00
1.793244709616473198e+00,2.867406509537035131e+00,2.413649398492267117e+00,1.205989609917781813e+00
2.900043258339796370e+00,2.248780124873940078e+00,2.999668231559697862e+00,1.050168249457129388e+00
2.675310341568029493e+00,1.955692321681399282e+00,1.197097351752672623e+00,9.647780802254480870e-01
1.269837381562427092e+00,1.798478698263251907e+00,2.420744153844933244e+00,2.473051840427149095e+00
1.564303526297239344e+00,2.536459351236381554e+00,2.338493225499199024e+00,2.670007999699339329e+00
2.322534355722797983e+00,1.903099005819102851e+00,8.124177300231023580e-01,1.493980921750292845e+00
2.659399963925207278e+00,1.212264913069067029e+00,6.831409702093400593e-01,2.408093010825712366e+00
2.110358840170837524e+00,1.451871224087791346e+00,2.157619763339171381e+00,9.091268152568833250e-01
1.215134554151289015e+00,2.895263916297500018e+00,2.425782330547194832e+00,2.967175007731157166e+00
2.647223168232599289e+00,1.431777887438199892e+00,1.887821944996491919e+00,2.889141372479419267e+00
1.121275318594324943e+00,1.624938552626988608e+00,1.527352007491352026e+00,1.150749227217249704e+00
5.964042022035240809e-01,2.450251151311687359e+00,7.317593883353332718e-01,2.082231716211193184e+00
1.645137370560226353e+00,1.270874017412279233e+00,1.078717612588905750e+00,1.193561379390314814e+00
2.321267978989314251e+00,2.004035530925533326e+00,2.880451668515034314e+00,8.579336193025761670e-01
2.861241507143267082e+00,1.660245435761019017e+00,9.819875723928940259e-01,1.954737192199979878e+00
1.461932798791859334e+00,2.649269616476547462e+00,2.860499089518550253e+00,2.257062234026823599e+00
1.867222890363386734e+00,2.494747553206512869e+00,2.551004699745953452e+00,8.051246670755027868e-01
1.519217570200715350e+00,6.384151002796502050e-01,2.471337193716881764e+00,1.218262961973364700e+00
1.127309059362350485e+00,6.152395516815294396e-01,2.192040602776395897e+00,6.086737141118800931e-01
1.436350297118406338e+00,2.876785766024790192e+00,2.329984854528512450e+00,1.996646210492591500e+00
7.876364159744473348e-01,2.022666348198703723e+00,8.334774104649707027e-01,1.101474049913371944e+00
