1.710464868428976049e+00,1.002899461853561602e+00
3.630602284326193807e+00,1.126578616434150915e+00
1.292059359382291772e+00,1.026710689526443732e+00
2.392789432576011510e+00,1.051891317017061844e+00
1.173878854971704078e+00,1.078751465882265892e+00
4.762453100816238738e+00,1.357876122541506581e+00
1.046555272481662913e+00,1.877820532694210343e+00
2.955161987666505841e+00,1.051956212352670450e+00
1.370852672245136850e+00,1.082857367256985004e+00
1.826271662718618627e+00,1.115899334353094963e+00
1.290915170061446293e+00,1.050571249459833378e+00
2.100146886776887989e+00,1.094767504901846600e+00
3.106952549209074377e+00,1.060517367826390389e+00
1.410846274354094820e+00,1.034029610619888073e+00
1.277142757329261746e+00,1.556599383293763461e+00
2.395275843304661922e+00,1.343458532854319376e+00
1.506710566234737758e+00,1.249020533395012844e+00
1.940119410896060881e+00,1.021469725860768119e+00
1.169760601201148109e+00,1.473398227846765440e+00
2.395741616021696441e+00,1.011255553157319964e+00
1.682060252272866707e+00,1.003459090497371031e+00
1.412740189379636524e+00,1.467952865085454528e+00
2.899091964800956767e+00,1.159566695326698538e+00
1.495786822060458876e+00,1.155392597171415625e+00
1.114176233525655979e+00,1.542987119901963577e+00
1.425914045788883477e+00,1.016681371983638060e+00
1.811390269612274340e+00,1.000367367669636076e+00
2.040413253582877395e+00,1.010816780119370595e+00
2.514586502956176250e+00,1.127019462002370132e+00
4.244996630202733989e+00,1.938713401428915351e+00
1.176705180004395057e+00,1.332997142499771082e+00
2.341448096541237867e+00,1.022881384209392008e+00
2.009158799066927514e+00,1.235674575036585843e+00
1.771898919285412655e+00,1.025070986520648653e+00
4.976997591345586613e+00,1.246495830710860231e+00
1.818658965883699352e+00,1.003831389855685652e+00
1.151476447468815723e+00,1.579662058952836956e+00
2.509759510432839846e+00,1.296960085181980915e+00
1.663964368462736765e+00,1.031540340806899492e+00
1.319864227133873413e+00,1.366835614597025517e+00
1.147121265625622000e+00,1.372854148782260753e+00
1.191931899348934731e+00,1.584489786751389850e+00
1.871825844059308963e+00,1.010359193276522571e+00
2.885436492022345867e+00,1.013207014134295259e+00
1.034428610182275499e+00,1.364722739583137612e+00
1.222013171273758081e+00,1.097283922858451000e+00
3.018523001655868399e+00,1.313143890820122728e+00
1.905212745600110891e+00,1.076771775115687557e+00
2.831205798739369506e+00,1.000307928818052750e+00
1.548763960894103509e+00,1.001080325747980559e+00
1.886179793867840404e+00,1.038491320980868604e+00
1.899944384764319594e+00,1.250988486998715343e+00
2.364030666799112890e+00,1.572251093563134638e+00
1.382183535047409872e+00,1.016590048109168087e+00
2.733901980104655127e+00,1.162682975012644171e+00
2.173272011170229945e+00,1.037999073856798793e+00
1.050003358234418149e+00,1.441458234002519267e+00
1.849954952371200223e+00,1.011972384016785353e+00
1.414912776984719178e+00,1.208758549619624922e+00
1.014072939650090266e+00,2.093729290704865686e+00
2.466690268809728970e+00,1.162010664148487971e+00
1.059606584297356324e+00,1.272250471952543371e+00
1.648929531648693825e+00,1.124537695729017850e+00
3.660191512881151521e+00,1.387378579189722627e+00
1.668460678859090329e+00,1.019064230782235958e+00
1.551206290642845209e+00,1.026543038765125759e+00
2.470890274287043997e+00,1.125498411719664249e+00
1.522475465566509811e+00,1.094662905830625865e+00
1.237392385614334733e+00,1.348818094256142741e+00
3.210964025600797633e+00,1.139755390500482468e+00
2.078479188199912731e+00,1.089285938366195472e+00
1.376858715546938949e+00,1.336018576479482745e+00
2.022866325285967992e+00,1.020209533293900517e+00
1.751503793169788770e+00,1.011206203150659011e+00
1.594253132405040629e+00,1.168011598435752862e+00
1.315615687977716997e+00,1.002959192574070180e+00
2.035243548150657222e+00,1.018487149681993387e+00
1.137829654768771404e+00,1.426102916311321911e+00
2.135652031551042995e+00,1.000061176353549186e+00
1.368985552340820755e+00,1.155298027195654997e+00
2.943890432236770494e+00,1.162330362120377547e+00
1.574775649548332046e+00,1.000342240949469108e+00
2.167636921637674075e+00,1.016616614612553926e+00
2.132088572849319075e+00,1.008418840763704472e+00
3.297231005730960174e+00,1.150584283941108898e+00
2.490921373083546886e+00,1.161078825375740697e+00
3.958175066398132103e+00,1.478532226746909428e+00
1.271149440346821535e+00,1.490609316784362814e+00
2.187964374068708029e+00,1.141592697882580110e+00
1.412165911106767036e+00,1.055052258450054792e+00
1.567216173779709898e+00,1.005408967946275878e+00
1.713828642682215353e+00,1.058206336907262735e+00
1.712520863558786077e+00,1.003569104755576591e+00
3.492442867220458602e+00,1.395526343082729825e+00
1.338011259384929597e+00,1.075290658083817297e+00
1.478308841588097167e+00,1.025987544032198606e+00
2.186709834538681729e+00,1.003723361483713994e+00
1.589467869519416432e+00,1.026703502612230423e+00
2.787738694638202563e+00,1.277396085905715406e+00
1.140490716855506959e+00,1.668183107997468939e+00
2.351542708714809748e+00,1.236159969188055152e+00
2.549563159831314874e+00,1.036826284759558181e+00
2.856692459284542185e+00,1.189252858214201458e+00
3.796785694074611417e+00,1.660492825822462715e+00
1.380587061689623418e+00,1.244357791970367666e+00
1.376830334152788327e+00,1.473637457630938785e+00
2.935294875767021860e+00,1.015579697497684730e+00
1.818265199383513053e+00,1.084229904110090237e+00
1.256737376932533623e+00,1.317766884965036134e+00
1.234856967416691154e+00,1.283449927202212182e+00
2.797187738920427602e+00,1.043210570917724844e+00
2.004735243375266762e+00,1.197581419349670773e+00
1.289219801352911698e+00,1.551569113396986221e+00
1.019644110651595659e+00,1.481505668724992786e+00
1.720524871848691628e+00,1.096606471498710933e+00
2.521230845193035197e+00,1.020476014100923701e+00
1.186785533920226232e+00,1.765290195713340005e+00
3.621735093144438977e+00,1.543586457536050061e+00
5.367517714959075370e+00,1.989708445389661851e+00
3.145300384288478135e+00,1.448033265910798617e+00
1.400798429860470984e+00,1.025685144196476717e+00
1.932190450482151656e+00,1.010131368551289377e+00
2.866603352171465779e+00,1.031932679444211409e+00
2.280075701586256276e+00,1.212090243082003971e+00
2.105819266807847256e+00,1.008680355701677023e+00
1.108601376898799229e+00,1.462196156979075790e+00
2.221096327094931322e+00,1.001600367331100472e+00
3.272517901242049110e+00,1.700630836143666835e+00
1.214479204210394681e+00,1.034853055891905571e+00
1.159566029525405551e+00,1.412430561156054587e+00
1.501932634800475119e+00,1.199481334127830978e+00
2.427957202398311143e+00,1.053160854190577034e+00
1.309434852674286942e+00,1.003005283144071669e+00
1.747609838883664723e+00,1.002917331022518788e+00
1.750901491132621279e+00,1.084408377335975393e+00
