1.048813503927324746e+03,1.215189366372419499e+03,6.424870384644796109e-05
9.170220047025740087e+02,1.220324493442158200e+03,1.001029373356104131e-05
9.359949021420037525e+02,5.259262318278913426e+02,5.946962300908382548e-05
1.050797902574575346e+03,1.208147822618104783e+03,3.618142650216499051e-05
1.467029839013676792e+03,1.047232249175722245e+03,9.754159239683959730e-05
7.219931710897394623e+02,1.370732306177376358e+03,2.860472398054838275e-05
1.392860151436001615e+03,8.319798053011772936e+02,8.391062107520487056e-05
5.763082893739572228e+02,1.279918792240114726e+03,4.945683082968041949e-05
1.373429402791816301e+03,1.468540662820932084e+03,8.822750861925280144e-05
5.103741538856999682e+02,1.001874592148738770e+03,5.461959638207314750e-05
1.271320643266745947e+03,5.207519493594014648e+02,6.702834114336480079e-05
6.802696888767692371e+02,5.194752414876245439e+02,5.168966738485101592e-05
6.541628423796723837e+02,1.240049696515404776e+03,3.369835136666211964e-05
1.277702410573820089e+03,7.375412200349122713e+02,8.418506793952316948e-05
1.013943343772690241e+03,1.273165052079296856e+03,8.833849171523314007e-05
1.348817697268578740e+03,6.788959249209984819e+02,1.489268928757882964e-05
7.232910791535388171e+02,1.023163341400676131e+03,5.956313109230630020e-05
7.946650026871097907e+02,1.030586755605294002e+03,2.723687082527454244e-05
1.150374241739591525e+03,1.005453373734842899e+03,8.907413238293967442e-05
5.975336017494515772e+02,1.261249716674856245e+03,3.222441758496943302e-05
1.088130801077274100e+03,1.397713727909417912e+03,9.023776565272372755e-05
5.487248808091272849e+02,7.891096597898167602e+02,7.488697121481068311e-05
7.084605373588426573e+02,9.816810617633659604e+02,4.784842317829372392e-05
1.017297883846589230e+03,1.446962603814813974e+03,7.889137834572162848e-05
1.460017303335918541e+03,1.199512049949576067e+03,9.998805633614913019e-05
1.370124136627212010e+03,1.082276928672559734e+03,3.509550466309621972e-05
8.079349526249708333e+02,1.019391479305300663e+03,7.914678953841761350e-05
9.257214105188957092e+02,1.314583740494552785e+03,7.618575611797116212e-05
1.229013742289119136e+03,1.061239602327641023e+03,2.124703828083168553e-05
1.363759985570082790e+03,7.849059652276267798e+02,1.659307492753624364e-05
1.144143536068334924e+03,8.807484896351165844e+02,6.967431148021017919e-05
7.860538216605156094e+02,1.458105566519000149e+03,7.932816389969902593e-05
1.358889267293039666e+03,8.727111549752798965e+02,5.996159001987370836e-05
7.485101274377299205e+02,9.499754210507954895e+02,4.698467226968867103e-05
5.385616808814096430e+02,1.280100460524674872e+03,1.834333798007199983e-05
9.580549482240905945e+02,8.083496069649115725e+02,3.083383405320061049e-05
1.228507191595725544e+03,1.101614212370213409e+03,9.569626006654123238e-05
1.444496602857306698e+03,9.640981743044076211e+02,2.735155260614418980e-05
8.847731195167436908e+02,1.359707846590619056e+03,9.497796722266781187e-05
1.046889156145354718e+03,1.297899021282605190e+03,8.383616919085432149e-05
9.076870280802861544e+02,5.553660401118601158e+02,8.096813897380773708e-05
7.509236237449401870e+02,5.460958206726118078e+02,7.091346169995026139e-05
8.745401188473624643e+02,1.450714306409916162e+03,7.587945476302646757e-05
6.150545663897789836e+02,1.109066539279481276e+03,2.200518677673894913e-05
1.334842148665649347e+03,6.047961043698697949e+02,7.701764335115660748e-05
1.489011513475600168e+03,1.049544726844725574e+03,3.533025717595565700e-05
1.283832350805750593e+03,1.134833706052730122e+03,3.241387823641740348e-05
6.134884718936494892e+02,1.474483094436456668e+03,7.558611701509955938e-05
5.174902709311526223e+02,1.391573267180258426e+03,3.563750507265265108e-05
8.009644558559145935e+02,7.470618319618143914e+02,9.337016215532581052e-05
9.946016455380214438e+02,7.280831044493362469e+02,3.299265313814902541e-05
1.175731415503552398e+03,5.447121822029459963e+02,4.089733052883330546e-05
1.323110340709791899e+03,5.261179815698673110e+02,2.896935759381646247e-05
1.346662407210134006e+03,1.061165540265034224e+03,5.093878621651775826e-05
9.201829671407738260e+02,8.632394969650856638e+02,2.663890189853065590e-05
5.931082866718579680e+02,1.471655919989787435e+03,5.354739824172814917e-05
1.484191850542576731e+03,8.334122660146533690e+02,7.063314622022238520e-05
5.873496429021751055e+02,7.304770995517279744e+02,4.699549635750214431e-05
8.651055830226939634e+02,9.512059158933379877e+02,5.464543138910105244e-05
1.424035115574425163e+03,6.578705805347919977e+02,8.802235691342175561e-05
8.008733300466187757e+02,6.869458163418780714e+02,3.908644092713975512e-05
1.324469475913281713e+03,6.813497324971997386e+02,8.895940913863474174e-05
5.337547104232082802e+02,9.891075079655846594e+02,8.614765875527946560e-05
1.053941022500586314e+03,8.962478937053667778e+02,1.433140953220690386e-05
8.790985254337700781e+02,1.067098167179613938e+03,6.360332613914096976e-05
7.186450501472060068e+02,5.314027195025805668e+02,3.584127496057331003e-05
6.542875781312758363e+02,6.336995607000659447e+02,4.264169195591988379e-05
1.045851429934978569e+03,1.358856610591358958e+03,7.173033279099213025e-05
7.593714699484434050e+02,5.433610511619002637e+02,6.238273079139439918e-05
7.962491616724335017e+02,1.309067715673326802e+03,4.152272727010703168e-05
1.427480538618958690e+03,1.372426294409215643e+03,6.261681453359978743e-05
6.855752748185393557e+02,8.865993030420700052e+02,8.487065787734528449e-05
6.067382022553107390e+02,1.184342633278687345e+03,5.814663556519785088e-05
1.142689915786078927e+03,1.038620930968947050e+03,5.607081842127670961e-05
7.022022934302412978e+02,1.284547604110560769e+03,8.744835153133280426e-05
1.068940220119245623e+03,5.659642275894424301e+02,8.992996029102314479e-05
8.108297997563552144e+02,1.318987220718850040e+03,4.012773621143726267e-05
1.419109031799181821e+03,1.142195599923855298e+03,7.783410067562590389e-05
5.481812275002376964e+02,1.180963013867717791e+03,8.188264611134216261e-05
1.000668126340381150e+03,9.680674259481151012e+02,5.507042730780091169e-05
1.021915716500254803e+03,1.199406367014664056e+03,3.428820739656552571e-05
8.554191178052365103e+02,8.408488766893016191e+02,9.397957980534130096e-05
7.752256698013377445e+02,1.139230760925269806e+03,6.615092911018418352e-05
7.570424271051399501e+02,1.183787583071072504e+03,6.972775818122040720e-05
5.460409936314855486e+02,8.702423161155992375e+02,3.180864407422642488e-05
1.120373814553256125e+03,1.008953068645407029e+03,3.684203575828558491e-05
7.026069536288904374e+02,7.070931040609731326e+02,2.373739689702213806e-05
1.156264185232956834e+03,1.454901376913227523e+03,9.737884314944348090e-05
1.147551049353023473e+03,1.007149688213080140e+03,5.755072421370155069e-05
9.996943204688340074e+02,7.559371343116702064e+02,3.322905678897170815e-05
6.530541987661468966e+02,6.576856610094073403e+02,9.869420027648373884e-05
7.010035961179739843e+02,8.290204664921819813e+02,3.668497198309649736e-05
1.385880499437625758e+03,1.288581566803724627e+03,4.822553183275968226e-05
1.106354337776475404e+03,1.157511568617815556e+03,3.765169084092129622e-05
1.219385786243958592e+03,1.107221175621989460e+03,7.208754531208874086e-05
7.288034875569011319e+02,6.906880186241829733e+02,8.977237038841588148e-05
7.146868890168266262e+02,1.409502371341663547e+03,8.355118358471111330e-05
1.336944124264523680e+03,1.470235851940329667e+03,5.024384067353602660e-05
1.232267248068852041e+03,1.067189015450884654e+03,3.711015010449936858e-05
