2.744067519636623764e+00,3.575946831862097497e+00,3.013816880358219485e+00
2.085110023512870114e+00,3.601622467210790379e+00,5.718740867244331838e-04
2.179974510710018798e+00,1.296311591394566642e-01,2.748312389393545718e+00
2.753989512872877299e+00,3.540739113090523915e+00,1.454523694564721747e+00
4.835149195068383143e+00,2.736161245878611759e+00,4.863421799824421576e+00
1.109965855448697525e+00,4.353661530886881792e+00,1.033595776697131985e+00
4.464300757180008183e+00,1.659899026505886166e+00,4.106145615289158890e+00
3.815414468697858608e-01,3.899593961200573222e+00,2.192046157204467605e+00
4.367147013959081114e+00,4.842703314104659817e+00,4.345972701069599431e+00
5.187076942849977446e-02,2.509372960743693870e+00,2.478866465670730435e+00
3.856603216333729822e+00,1.037597467970075016e-01,3.168241174631377000e+00
9.013484443838459814e-01,9.737620743812291924e-02,2.316092632491723258e+00
7.708142118983618563e-01,3.700248482577023879e+00,1.316575075925673355e+00
3.888512052869100621e+00,1.187706100174561463e+00,4.121392663306842508e+00
2.569716718863451099e+00,3.865825260396483998e+00,4.352138428624063415e+00
4.244088486342893596e+00,8.944796246049924182e-01,2.718160715321571441e-01
1.116455395767694370e+00,2.615816707003380426e+00,2.753507282905905296e+00
1.473325013435548669e+00,2.652933778026470790e+00,9.576039347374742938e-01
3.251871208697958426e+00,2.527266868674214351e+00,4.393007354607759929e+00
4.876680087472579084e-01,3.806248583374281402e+00,1.234689865831635203e+00
2.940654005386371228e+00,4.488568639547089845e+00,4.457653647373540196e+00
2.436244040456364557e-01,1.445548298949084209e+00,3.604831734156149103e+00
1.042302686794213118e+00,2.408405308816829571e+00,2.102690176571873515e+00
2.586489419232946396e+00,4.734813019074070262e+00,3.827298796984534679e+00
4.800086516679592741e+00,3.497560249747880157e+00,4.999336463119395724e+00
4.350620683136058986e+00,2.911384643362798563e+00,1.394194703505345245e+00
1.539674763124854184e+00,2.596957396526503814e+00,3.841488307689866932e+00
2.128607052594478688e+00,4.072918702472763108e+00,3.676986450998398048e+00
3.645068711445595522e+00,2.806198011638205703e+00,6.248354600462047159e-01
4.318799927850414555e+00,1.424529826138134059e+00,3.662819404186801187e-01
